latitude	longitude	dataset_name	ecosystem
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2371	-58.8271	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2371	-58.8271	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2371	-58.8271	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2371	-58.8271	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2371	-58.8271	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2371	-58.8271	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2371	-58.8271	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2371	-58.8271	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2371	-58.8271	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
-62.2031	-58.9208	Antarctic Feldes Bay 2015	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
59.19	10.69	Norway Oslo fjord - TS - 2009-2011	coastal
66.53	33.1	Arctic White Sea - 2013-2015	oceanic
66.53	33.11	Arctic White Sea - 2013-2015	oceanic
66.59	32.96	Arctic White Sea - 2013-2015	oceanic
66.53	33.11	Arctic White Sea - 2013-2015	oceanic
66.53	33.1	Arctic White Sea - 2013-2015	oceanic
66.53	33.11	Arctic White Sea - 2013-2015	oceanic
66.53	33.1	Arctic White Sea - 2013-2015	oceanic
66.53	33.11	Arctic White Sea - 2013-2015	oceanic
66.59	32.96	Arctic White Sea - 2013-2015	oceanic
66.59	33.11	Arctic White Sea - 2013-2015	oceanic
66.53	32.28	Arctic White Sea - 2013-2015	oceanic
65.02	35.15	Arctic White Sea - 2013-2015	oceanic
64.21	37.02	Arctic White Sea - 2013-2015	oceanic
66.53	33.11	Arctic White Sea - 2013-2015	oceanic
66.53	33.1	Arctic White Sea - 2013-2015	oceanic
66.55	33.04	Arctic White Sea - 2013-2015	oceanic
66.53	33.11	Arctic White Sea - 2013-2015	oceanic
76.72	-71.6	Arctic_Baffin Bay - 2013	oceanic
76.72	-71.6	Arctic_Baffin Bay - 2013	oceanic
76.45	-71.65	Arctic_Baffin Bay - 2013	oceanic
76.45	-71.65	Arctic_Baffin Bay - 2013	oceanic
76.47	-71.41	Arctic_Baffin Bay - 2013	oceanic
76.47	-71.41	Arctic_Baffin Bay - 2013	oceanic
76.47	-71.41	Arctic_Baffin Bay - 2013	oceanic
76.47	-71.41	Arctic_Baffin Bay - 2013	oceanic
76.47	-71.44	Arctic_Baffin Bay - 2013	oceanic
76.47	-71.44	Arctic_Baffin Bay - 2013	oceanic
76.42	-71.33	Arctic_Baffin Bay - 2013	oceanic
76.42	-71.33	Arctic_Baffin Bay - 2013	oceanic
76.42	-71.33	Arctic_Baffin Bay - 2013	oceanic
76.42	-71.33	Arctic_Baffin Bay - 2013	oceanic
76.47	-71.44	Arctic_Baffin Bay - 2013	oceanic
76.47	-71.44	Arctic_Baffin Bay - 2013	oceanic
76.39	-76.39	Arctic_Baffin Bay - 2013	oceanic
76.39	-76.39	Arctic_Baffin Bay - 2013	oceanic
76.57	-76.57	Arctic_Baffin Bay - 2013	oceanic
76.57	-76.57	Arctic_Baffin Bay - 2013	oceanic
76.6	-76.6	Arctic_Baffin Bay - 2013	oceanic
76.6	-76.6	Arctic_Baffin Bay - 2013	oceanic
76.6	-76.6	Arctic_Baffin Bay - 2013	oceanic
76.6	-76.6	Arctic_Baffin Bay - 2013	oceanic
76.61	-76.61	Arctic_Baffin Bay - 2013	oceanic
76.61	-76.61	Arctic_Baffin Bay - 2013	oceanic
76.45	-76.45	Arctic_Baffin Bay - 2013	oceanic
76.45	-76.45	Arctic_Baffin Bay - 2013	oceanic
76.45	-76.45	Arctic_Baffin Bay - 2013	oceanic
76.45	-76.45	Arctic_Baffin Bay - 2013	oceanic
76.45	-76.45	Arctic_Baffin Bay - 2013	oceanic
76.45	-76.45	Arctic_Baffin Bay - 2013	oceanic
84.3748	17.4537	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
84.0505	31.1138	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
83.9865	78.1033	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
85.1018	122.245	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
81.9255	131.129	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
87.9335	61.2173	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
88.8277	58.8635	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
82.6707	109.59	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
82.8825	130.13	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
81.9255	131.129	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
88.8277	58.8635	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
84.0505	31.1138	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
83.9865	78.1033	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
82.6707	109.59	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
82.8825	130.13	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
85.1018	122.245	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
88.8277	58.8635	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
84.0505	31.1138	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
84.0505	31.1138	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
84.3748	17.4537	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
83.919	75.9815	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
84.0505	31.1138	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
82.6707	109.59	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
82.8825	130.13	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
88.8277	58.8635	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
87.9335	61.2173	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
87.9335	61.2173	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
87.9335	61.2173	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
87.9335	61.2173	Arctic Polarstern expedition ARK-XXVII/3 - 2012	oceanic
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
54.5175	18.5566	Baltic Sea Gdansk Gulf - 2012	coastal
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
81.3669	-63.9571	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
80.8004	-67.2972	Arctic Nares Strait - 2014	oceanic
79.998	-69.7569	Arctic Nares Strait - 2014	oceanic
79.998	-69.7569	Arctic Nares Strait - 2014	oceanic
79.998	-69.7569	Arctic Nares Strait - 2014	oceanic
79.998	-69.7569	Arctic Nares Strait - 2014	oceanic
79.998	-69.7569	Arctic Nares Strait - 2014	oceanic
79.998	-69.7569	Arctic Nares Strait - 2014	oceanic
79.998	-69.7569	Arctic Nares Strait - 2014	oceanic
79.998	-69.7569	Arctic Nares Strait - 2014	oceanic
